elapsed_s,cpu_percent,ram_mb,ram_percent
111.65,0.8,4161.5,203.2
112.15,0.9,4161.5,203.2
112.65,0.8,4161.5,203.2
113.15,0.8,4161.5,203.2
113.65,0.8,4161.4,203.2
114.15,1.7,4161.4,203.2
114.66,1.6,4161.4,203.2
115.16,0.8,4161.4,203.2
115.66,0.8,4161.4,203.2
116.16,2.2,4161.4,203.2
116.66,0.8,4161.4,203.2
117.16,0.8,4161.4,203.2
117.66,0.8,4161.4,203.2
118.16,0.8,4161.4,203.2
118.66,0.8,4161.4,203.2
119.16,2.1,4161.4,203.2
119.66,1.6,4161.4,203.2
120.16,0.8,4161.4,203.2
120.66,0.8,4161.4,203.2
121.16,2.3,4161.4,203.2
121.66,0.8,4161.4,203.2
122.17,0.9,4161.4,203.2
122.67,0.8,4161.4,203.2
123.17,0.8,4161.4,203.2
123.67,0.8,4161.4,203.2
124.17,1.0,4161.4,203.2
124.67,2.3,4161.4,203.2
125.17,0.8,4161.4,203.2
125.67,0.8,4161.4,203.2
126.17,2.2,4161.4,203.2
126.67,0.9,4167.2,203.5
127.17,0.8,4167.2,203.5
127.67,0.9,4167.4,203.5
128.17,0.8,4167.4,203.5
128.67,0.9,4167.1,203.5
129.17,2.0,4167.1,203.5
129.68,2.7,4167.1,203.5
130.18,0.8,4167.1,203.5
130.68,0.8,4167.1,203.5
131.18,2.2,4167.1,203.5
131.68,0.8,4167.1,203.5
132.18,0.9,4167.1,203.5
132.68,0.8,4167.1,203.5
133.18,0.8,4167.1,203.5
133.68,0.8,4167.1,203.5
134.18,1.5,4167.1,203.5
134.68,2.1,4167.1,203.5
135.18,0.8,4167.1,203.5
135.68,0.8,4167.1,203.5
136.18,2.0,4167.1,203.5
136.69,0.8,4167.1,203.5
137.19,0.8,4167.1,203.5
137.69,0.8,4167.1,203.5
138.19,0.8,4167.8,203.5
138.69,0.8,4167.8,203.5
139.19,2.1,4167.8,203.5
139.69,1.7,4167.8,203.5
140.19,0.8,4167.8,203.5
140.69,0.8,4167.8,203.5
141.19,1.6,4167.8,203.5
141.69,0.8,4167.7,203.5
142.19,0.8,4167.7,203.5
142.69,0.8,4167.7,203.5
143.19,0.8,4167.7,203.5
143.69,0.8,4167.7,203.5
144.2,1.4,4167.7,203.5
144.7,2.3,4167.7,203.5
145.2,0.8,4167.7,203.5
145.7,0.8,4167.7,203.5
146.2,1.9,4167.7,203.5
146.7,0.8,4167.7,203.5
147.2,0.8,4167.7,203.5
147.7,0.9,4167.7,203.5
148.2,0.8,4167.7,203.5
148.7,0.8,4167.7,203.5
149.2,1.6,4167.7,203.5
149.7,2.2,4167.7,203.5
150.2,0.8,4167.7,203.5
150.7,0.8,4167.7,203.5
151.2,1.6,4167.7,203.5
151.71,0.8,4167.7,203.5
152.21,0.9,4167.7,203.5
152.71,0.8,4167.7,203.5
153.21,0.8,4167.7,203.5
153.71,0.8,4167.7,203.5
154.21,2.3,4167.7,203.5
154.71,1.2,4167.7,203.5
155.21,0.8,4167.7,203.5
155.71,0.8,4167.9,203.5
156.21,2.2,4167.9,203.5
156.71,0.8,4168.5,203.5
157.21,0.8,4168.5,203.5
157.71,0.8,4168.5,203.5
158.21,0.8,4168.5,203.5
158.71,0.9,4168.5,203.5
159.22,1.7,4168.5,203.5
159.72,2.2,4168.5,203.5
160.22,0.8,4168.5,203.5
160.72,0.9,4168.5,203.5
161.22,1.5,4168.5,203.5
161.72,0.8,4168.5,203.5
162.22,0.9,4168.5,203.5
162.72,0.9,4168.5,203.5
163.22,0.8,4168.5,203.5
163.72,0.8,4168.5,203.5
164.22,2.3,4168.5,203.5
164.72,1.4,4168.5,203.5
165.22,0.8,4168.5,203.5
165.72,0.8,4168.5,203.5
166.23,1.9,4168.5,203.5
166.73,0.8,4168.6,203.5
167.23,0.8,4168.6,203.5
167.73,0.8,4168.6,203.5
168.23,0.8,4168.6,203.5
168.73,0.8,4168.6,203.5
169.23,1.8,4168.6,203.5
169.73,1.9,4168.6,203.5
170.23,0.8,4168.6,203.5
170.73,0.8,4168.6,203.5
171.23,2.2,4168.6,203.5
171.73,0.8,4168.6,203.5
172.23,0.9,4168.6,203.5
172.73,0.8,4168.6,203.5
173.23,0.8,4168.6,203.5
173.74,0.8,4168.9,203.6
174.24,1.0,4168.7,203.5
174.74,1.6,4168.7,203.5
175.24,0.8,4168.7,203.5
175.74,0.8,4168.7,203.5
176.24,2.1,4168.7,203.5
176.74,0.8,4168.7,203.5
177.24,0.8,4168.7,203.5
177.74,0.8,4168.7,203.5
178.24,0.8,4169.5,203.6
178.74,0.8,4169.5,203.6
179.24,2.1,4169.6,203.6
179.74,2.2,4169.6,203.6
180.24,0.8,4169.4,203.6
