elapsed_s,cpu_percent,ram_mb,ram_percent
407.56,0.8,4173.5,203.8
408.06,0.8,4173.5,203.8
408.56,0.8,4173.5,203.8
409.06,0.8,4173.5,203.8
409.56,0.8,4173.5,203.8
410.06,2.8,4173.5,203.8
410.56,0.8,4173.5,203.8
411.06,0.8,4173.5,203.8
411.56,0.9,4173.6,203.8
412.06,2.1,4173.6,203.8
412.56,0.9,4173.6,203.8
413.06,0.8,4173.6,203.8
413.56,0.8,4173.6,203.8
414.06,0.8,4173.6,203.8
414.56,0.8,4173.6,203.8
415.06,2.7,4173.6,203.8
415.57,0.8,4173.5,203.8
416.07,0.8,4173.5,203.8
416.57,0.8,4173.5,203.8
417.07,2.3,4173.5,203.8
417.57,0.8,4173.5,203.8
418.07,0.8,4173.5,203.8
418.57,0.8,4173.6,203.8
419.07,0.8,4173.6,203.8
419.57,0.9,4173.5,203.8
420.07,3.3,4173.5,203.8
420.57,0.8,4173.5,203.8
421.07,0.8,4173.5,203.8
421.57,0.9,4173.5,203.8
422.07,1.7,4173.5,203.8
422.57,0.8,4173.5,203.8
423.08,0.8,4173.5,203.8
423.58,0.8,4173.7,203.8
424.08,0.8,4173.5,203.8
424.58,0.8,4173.5,203.8
425.08,2.4,4173.5,203.8
425.58,0.8,4173.5,203.8
426.08,0.8,4173.5,203.8
426.58,0.8,4173.5,203.8
427.08,1.7,4173.5,203.8
427.58,0.8,4173.5,203.8
428.08,0.8,4173.5,203.8
428.58,0.8,4173.5,203.8
429.08,0.9,4173.5,203.8
429.58,0.8,4173.5,203.8
430.08,2.9,4173.5,203.8
430.59,0.8,4173.5,203.8
431.09,0.8,4173.5,203.8
431.59,0.8,4173.5,203.8
432.09,1.6,4173.5,203.8
432.59,0.9,4173.5,203.8
433.09,0.8,4173.5,203.8
433.59,0.8,4173.5,203.8
434.09,0.8,4173.5,203.8
434.59,0.8,4173.5,203.8
435.09,1.3,4173.5,203.8
435.59,0.8,4173.5,203.8
436.09,0.8,4173.5,203.8
436.59,0.8,4173.5,203.8
437.09,1.9,4173.5,203.8
437.59,0.8,4173.5,203.8
438.1,0.8,4173.5,203.8
438.6,0.8,4173.5,203.8
439.1,1.0,4173.6,203.8
439.6,0.8,4173.6,203.8
440.1,3.1,4173.6,203.8
440.6,0.8,4173.6,203.8
441.1,0.8,4173.6,203.8
441.6,0.8,4173.6,203.8
442.1,2.1,4173.7,203.8
442.6,0.8,4173.6,203.8
443.1,0.8,4173.6,203.8
443.6,1.0,4173.6,203.8
444.1,0.8,4173.6,203.8
444.6,0.8,4173.6,203.8
445.11,2.2,4173.6,203.8
445.61,0.8,4173.6,203.8
446.11,0.8,4173.6,203.8
446.61,0.8,4173.6,203.8
447.11,1.4,4173.6,203.8
447.61,0.8,4173.6,203.8
448.11,0.8,4173.6,203.8
448.61,0.8,4173.6,203.8
449.11,0.8,4173.6,203.8
449.61,0.8,4173.6,203.8
450.11,3.6,4173.6,203.8
450.61,0.8,4173.6,203.8
451.11,0.8,4173.6,203.8
451.61,0.9,4173.6,203.8
452.11,1.6,4173.6,203.8
452.62,0.9,4173.6,203.8
453.12,0.8,4173.6,203.8
453.62,0.8,4173.6,203.8
454.12,0.8,4173.6,203.8
454.62,0.8,4173.6,203.8
455.12,3.5,4173.6,203.8
455.62,0.8,4173.6,203.8
456.12,0.8,4173.6,203.8
456.62,0.8,4173.6,203.8
457.12,1.4,4173.6,203.8
457.62,0.8,4173.6,203.8
458.12,0.8,4173.6,203.8
458.62,0.8,4173.6,203.8
459.12,0.9,4173.6,203.8
459.62,0.8,4173.6,203.8
460.13,2.8,4173.6,203.8
460.63,0.8,4173.6,203.8
461.13,0.9,4173.6,203.8
461.63,0.8,4173.6,203.8
462.13,2.1,4173.6,203.8
462.63,0.8,4173.6,203.8
463.13,0.8,4173.6,203.8
463.63,0.8,4173.6,203.8
464.13,0.8,4173.6,203.8
464.63,0.8,4173.6,203.8
465.13,2.6,4173.6,203.8
465.63,0.8,4173.6,203.8
466.13,0.8,4173.6,203.8
466.63,0.8,4173.6,203.8
467.13,1.6,4173.6,203.8
467.64,0.8,4173.6,203.8
468.14,0.8,4173.6,203.8
468.64,0.8,4173.7,203.8
469.14,0.8,4173.7,203.8
469.64,0.8,4173.7,203.8
470.14,3.6,4173.7,203.8
470.64,0.8,4173.7,203.8
471.14,0.9,4173.7,203.8
471.64,0.8,4173.7,203.8
472.14,1.5,4173.8,203.8
472.64,0.9,4173.7,203.8
473.14,0.8,4173.7,203.8
473.64,0.8,4173.7,203.8
474.14,0.8,4173.7,203.8
474.64,0.8,4173.7,203.8
475.15,2.7,4173.7,203.8
475.65,0.8,4173.7,203.8
476.15,0.9,4173.7,203.8
476.65,0.8,4173.7,203.8
477.15,2.2,4173.7,203.8
477.65,0.8,4173.7,203.8
478.15,0.8,4173.7,203.8
478.65,0.8,4173.7,203.8
479.15,0.8,4173.7,203.8
479.65,0.8,4173.7,203.8
480.15,3.2,4173.7,203.8
480.65,0.8,4173.7,203.8
481.15,0.8,4173.7,203.8
481.65,0.9,4173.7,203.8
482.15,1.6,4173.8,203.8
482.66,0.9,4173.8,203.8
483.16,0.8,4173.8,203.8
483.66,0.8,4173.8,203.8
484.16,0.8,4173.8,203.8
484.66,0.8,4173.8,203.8
485.16,2.5,4173.8,203.8
485.66,0.8,4173.8,203.8
486.16,0.8,4173.7,203.8
486.66,0.8,4173.7,203.8
487.16,1.9,4173.7,203.8
487.66,0.8,4173.7,203.8
488.16,0.9,4173.8,203.8
488.66,0.8,4173.8,203.8
489.16,1.0,4173.7,203.8
489.66,0.8,4173.7,203.8
490.17,2.8,4173.7,203.8
490.67,0.8,4173.7,203.8
491.17,0.8,4173.7,203.8
491.67,0.8,4173.7,203.8
492.17,1.6,4173.7,203.8
492.67,0.8,4173.7,203.8
493.17,0.8,4173.7,203.8
493.67,0.8,4173.7,203.8
494.17,0.8,4173.7,203.8
494.67,0.8,4173.7,203.8
495.17,3.0,4173.6,203.8
495.67,0.8,4173.6,203.8
496.17,0.8,4173.6,203.8
496.67,0.8,4173.6,203.8
497.18,2.3,4173.6,203.8
497.68,0.8,4173.6,203.8
498.18,0.8,4173.6,203.8
498.68,0.8,4173.6,203.8
499.18,0.8,4173.6,203.8
499.68,0.8,4173.6,203.8
500.18,3.4,4173.6,203.8
500.68,0.8,4173.6,203.8
501.18,0.8,4173.6,203.8
501.68,0.8,4173.6,203.8
502.18,1.3,4173.6,203.8
502.68,0.8,4173.6,203.8
503.18,0.8,4173.6,203.8
503.68,0.8,4173.6,203.8
504.18,0.8,4173.6,203.8
504.69,0.8,4173.6,203.8
505.19,2.9,4173.6,203.8
505.69,0.8,4173.6,203.8
506.19,0.8,4173.6,203.8
506.69,0.8,4173.6,203.8
507.19,1.7,4173.6,203.8
507.69,0.8,4173.6,203.8
508.19,0.8,4173.6,203.8
508.69,0.8,4173.6,203.8
509.19,0.8,4173.6,203.8
509.69,0.8,4173.6,203.8
510.19,2.3,4173.6,203.8
510.69,0.8,4173.6,203.8
511.19,0.8,4173.6,203.8
511.7,0.9,4173.6,203.8
512.2,1.8,4173.6,203.8
512.7,0.8,4173.7,203.8
513.2,0.8,4173.7,203.8
513.7,0.8,4173.7,203.8
514.2,0.8,4173.7,203.8
514.7,0.8,4173.7,203.8
515.2,3.4,4173.7,203.8
515.7,0.8,4173.7,203.8
516.2,0.8,4173.7,203.8
516.7,0.8,4173.7,203.8
517.2,1.5,4173.8,203.8
517.7,0.8,4173.8,203.8
518.2,0.9,4173.8,203.8
518.7,0.8,4173.8,203.8
519.21,0.9,4173.7,203.8
519.71,0.8,4173.7,203.8
520.21,2.6,4173.7,203.8
520.71,1.0,4173.7,203.8
521.21,0.8,4173.7,203.8
521.71,0.8,4173.7,203.8
522.21,1.6,4173.7,203.8
522.71,0.9,4173.7,203.8
523.21,0.8,4173.7,203.8
523.71,0.9,4173.7,203.8
524.21,0.8,4173.7,203.8
524.71,0.8,4173.7,203.8
525.21,2.8,4173.7,203.8
525.71,0.8,4173.7,203.8
526.22,0.8,4173.7,203.8
526.72,0.8,4173.7,203.8
527.22,1.7,4173.8,203.8
527.72,0.8,4173.8,203.8
528.22,0.9,4173.8,203.8
528.72,0.8,4173.8,203.8
529.22,0.8,4173.7,203.8
529.72,0.8,4173.7,203.8
530.22,3.5,4173.7,203.8
530.72,0.8,4173.7,203.8
531.22,0.8,4173.7,203.8
531.72,0.8,4173.7,203.8
532.22,2.2,4173.7,203.8
532.72,0.8,4173.7,203.8
533.22,0.8,4173.7,203.8
533.73,0.8,4173.7,203.8
534.23,0.8,4173.7,203.8
534.73,0.8,4173.7,203.8
535.23,2.2,4173.7,203.8
535.73,0.8,4173.7,203.8
536.23,0.9,4173.7,203.8
536.73,0.9,4173.6,203.8
537.23,1.6,4173.6,203.8
537.73,0.8,4173.6,203.8
538.23,0.8,4173.6,203.8
538.73,0.8,4173.6,203.8
539.23,0.8,4173.6,203.8
539.73,0.8,4173.6,203.8
540.23,3.3,4173.6,203.8
540.73,0.8,4173.6,203.8
541.24,0.8,4173.6,203.8
541.74,0.8,4173.6,203.8
542.24,2.2,4173.6,203.8
542.74,0.9,4173.6,203.8
543.24,0.8,4173.6,203.8
543.74,0.8,4173.6,203.8
544.24,0.8,4173.6,203.8
544.74,0.8,4173.7,203.8
545.24,2.7,4173.7,203.8
545.74,0.9,4173.7,203.8
546.24,0.8,4173.7,203.8
546.74,0.8,4173.7,203.8
547.24,1.2,4173.7,203.8
547.74,0.8,4173.7,203.8
548.24,0.8,4173.7,203.8
548.75,0.8,4173.7,203.8
549.25,0.8,4173.7,203.8
549.75,0.8,4173.9,203.8
550.25,3.4,4173.9,203.8
550.75,0.9,4173.7,203.8
551.25,0.8,4173.7,203.8
551.75,0.8,4173.7,203.8
552.25,1.7,4173.7,203.8
552.75,0.9,4173.7,203.8
553.25,0.8,4173.7,203.8
553.75,0.8,4173.7,203.8
554.25,0.8,4173.7,203.8
554.75,0.8,4173.7,203.8
555.25,3.6,4173.7,203.8
555.76,0.8,4173.7,203.8
556.26,0.8,4173.7,203.8
556.76,0.8,4173.6,203.8
557.26,1.8,4173.6,203.8
557.76,0.8,4173.6,203.8
558.26,0.8,4173.6,203.8
558.76,0.8,4173.6,203.8
559.26,0.8,4173.6,203.8
559.76,0.8,4173.6,203.8
560.26,2.5,4173.6,203.8
560.76,0.8,4173.6,203.8
561.26,0.8,4173.6,203.8
561.76,0.8,4173.6,203.8
562.26,2.1,4173.6,203.8
562.76,0.9,4173.6,203.8
563.27,0.8,4173.6,203.8
563.77,0.8,4173.6,203.8
564.27,0.8,4173.6,203.8
564.77,0.8,4173.6,203.8
565.27,3.4,4173.6,203.8
565.77,0.8,4173.6,203.8
566.27,0.8,4173.6,203.8
566.77,0.8,4173.6,203.8
567.27,1.5,4173.6,203.8
567.77,0.8,4173.6,203.8
568.27,0.8,4173.6,203.8
568.77,0.8,4173.6,203.8
569.27,0.8,4173.6,203.8
569.77,0.8,4173.6,203.8
570.27,2.6,4173.6,203.8
570.78,0.8,4173.6,203.8
571.28,0.8,4173.6,203.8
571.78,0.9,4173.6,203.8
572.28,2.0,4173.6,203.8
572.78,0.9,4173.6,203.8
573.28,0.8,4173.6,203.8
573.78,0.8,4173.6,203.8
574.28,0.8,4173.8,203.8
574.78,0.8,4173.8,203.8
575.28,2.6,4173.8,203.8
575.78,0.8,4173.8,203.8
576.28,0.8,4173.8,203.8
576.78,0.8,4173.8,203.8
577.28,2.0,4173.6,203.8
577.78,0.8,4173.6,203.8
578.29,0.8,4173.6,203.8
578.79,0.8,4173.6,203.8
579.29,0.8,4173.6,203.8
579.79,0.8,4173.6,203.8
580.29,2.9,4173.9,203.8
580.79,0.8,4173.9,203.8
581.29,0.9,4173.6,203.8
581.79,0.8,4173.6,203.8
582.29,1.5,4173.6,203.8
582.79,0.9,4173.6,203.8
583.29,0.8,4173.6,203.8
583.79,0.9,4173.6,203.8
584.29,0.8,4173.6,203.8
584.79,0.8,4173.8,203.8
585.3,3.0,4173.8,203.8
585.8,0.8,4173.8,203.8
586.3,0.9,4173.8,203.8
586.8,0.8,4173.9,203.8
587.3,2.1,4173.8,203.8
587.8,0.8,4173.9,203.8
588.3,0.8,4173.9,203.8
588.8,0.8,4173.9,203.8
589.3,0.8,4173.9,203.8
589.8,0.8,4173.9,203.8
590.3,2.8,4173.8,203.8
590.8,0.8,4173.8,203.8
591.3,0.9,4173.8,203.8
591.8,0.8,4173.8,203.8
592.3,1.5,4173.8,203.8
592.81,0.8,4173.8,203.8
593.31,0.8,4173.8,203.8
593.81,0.8,4173.8,203.8
594.31,0.8,4173.8,203.8
594.81,0.8,4173.8,203.8
595.31,2.9,4173.8,203.8
595.81,0.8,4173.7,203.8
596.31,0.8,4173.7,203.8
596.81,0.8,4173.7,203.8
597.31,2.2,4173.7,203.8
597.81,0.8,4173.8,203.8
598.31,0.8,4173.8,203.8
598.81,0.8,4173.8,203.8
599.31,0.8,4173.8,203.8
599.81,0.8,4173.8,203.8
600.32,2.2,4173.8,203.8
600.82,0.8,4173.8,203.8
601.32,0.8,4173.8,203.8
601.82,0.9,4173.8,203.8
602.32,1.8,4173.8,203.8
602.82,0.9,4173.8,203.8
603.32,0.8,4173.8,203.8
603.82,0.8,4173.8,203.8
604.32,0.8,4173.8,203.8
604.82,0.8,4173.8,203.8
605.32,2.9,4173.8,203.8
605.82,0.8,4173.8,203.8
606.32,0.8,4173.8,203.8
606.82,0.8,4173.8,203.8
607.32,1.6,4173.8,203.8
607.83,0.8,4173.8,203.8
608.33,0.8,4173.8,203.8
608.83,0.8,4173.8,203.8
609.33,0.9,4173.7,203.8
609.83,0.8,4173.7,203.8
610.33,3.5,4173.7,203.8
610.83,0.8,4173.7,203.8
611.33,0.8,4173.7,203.8
611.83,0.8,4173.7,203.8
612.33,1.4,4173.7,203.8
612.83,0.9,4173.7,203.8
613.33,0.8,4173.7,203.8
613.83,0.8,4173.7,203.8
614.33,0.8,4173.7,203.8
614.83,0.8,4173.7,203.8
615.34,2.6,4173.7,203.8
615.84,0.8,4173.7,203.8
616.34,0.8,4173.8,203.8
616.84,0.8,4173.8,203.8
617.34,2.2,4173.8,203.8
617.84,0.8,4173.8,203.8
618.34,0.8,4173.8,203.8
618.84,0.8,4173.8,203.8
619.34,0.8,4173.9,203.8
619.84,0.8,4173.9,203.8
620.34,2.6,4173.9,203.8
620.84,0.8,4173.9,203.8
621.34,0.8,4173.8,203.8
621.84,0.8,4173.8,203.8
622.35,1.1,4173.8,203.8
622.85,0.8,4173.8,203.8
623.35,0.8,4173.8,203.8
623.85,0.8,4173.8,203.8
624.35,0.8,4173.8,203.8
624.85,0.8,4173.8,203.8
625.35,3.2,4173.7,203.8
625.85,0.8,4173.7,203.8
626.35,0.8,4173.7,203.8
626.85,0.8,4173.7,203.8
627.35,1.6,4173.7,203.8
627.85,0.8,4173.7,203.8
628.35,0.8,4173.7,203.8
628.85,0.8,4173.8,203.8
629.35,0.8,4173.8,203.8
629.86,0.9,4173.8,203.8
630.36,3.3,4173.8,203.8
630.86,0.8,4173.8,203.8
631.36,0.8,4173.8,203.8
631.86,0.9,4173.7,203.8
632.36,2.1,4173.7,203.8
632.86,0.9,4173.7,203.8
633.36,0.8,4173.7,203.8
633.86,0.8,4173.8,203.8
634.36,0.8,4173.7,203.8
634.86,0.9,4173.7,203.8
635.36,2.7,4173.7,203.8
635.86,0.8,4173.7,203.8
636.36,0.8,4173.7,203.8
636.86,0.8,4173.7,203.8
637.37,1.6,4173.7,203.8
637.87,0.8,4173.9,203.8
638.37,0.8,4173.9,203.8
638.87,0.8,4173.9,203.8
639.37,0.8,4173.9,203.8
639.87,0.9,4173.8,203.8
640.37,3.4,4173.8,203.8
640.87,1.0,4173.8,203.8
641.37,0.8,4173.8,203.8
641.87,0.8,4173.8,203.8
642.37,2.1,4173.8,203.8
642.87,0.9,4173.8,203.8
643.37,0.8,4173.8,203.8
643.87,0.8,4173.8,203.8
644.37,0.8,4173.8,203.8
644.88,0.8,4173.8,203.8
645.38,1.8,4173.8,203.8
645.88,0.8,4173.8,203.8
646.38,0.8,4173.8,203.8
646.88,0.8,4173.8,203.8
647.38,2.1,4173.8,203.8
647.88,0.9,4173.8,203.8
648.38,0.8,4173.8,203.8
648.88,0.8,4173.8,203.8
649.38,0.8,4173.8,203.8
649.88,0.8,4173.8,203.8
650.38,3.2,4173.8,203.8
650.88,0.8,4173.8,203.8
651.38,0.8,4173.8,203.8
651.89,0.8,4173.8,203.8
652.39,2.1,4173.8,203.8
652.89,0.9,4173.8,203.8
653.39,0.8,4173.8,203.8
653.89,0.8,4173.8,203.8
654.39,0.8,4173.8,203.8
654.89,0.8,4173.8,203.8
655.39,3.0,4173.8,203.8
655.89,0.8,4173.8,203.8
656.39,1.1,4173.8,203.8
656.89,0.8,4173.8,203.8
657.39,1.8,4173.8,203.8
657.89,0.8,4173.8,203.8
658.39,0.8,4173.8,203.8
658.89,0.8,4173.8,203.8
659.4,0.8,4173.8,203.8
659.9,0.8,4173.8,203.8
660.4,2.7,4173.8,203.8
660.9,0.8,4173.8,203.8
661.4,0.9,4173.8,203.8
661.9,0.9,4173.8,203.8
662.4,2.0,4173.8,203.8
662.9,0.9,4173.8,203.8
663.4,0.8,4173.8,203.8
663.9,0.8,4173.8,203.8
664.4,0.8,4173.8,203.8
664.9,0.8,4173.8,203.8
665.4,3.4,4173.8,203.8
665.91,0.8,4173.8,203.8
666.41,0.8,4173.8,203.8
666.91,0.8,4173.8,203.8
667.41,2.0,4173.8,203.8
667.91,0.8,4173.8,203.8
668.41,0.8,4173.8,203.8
668.91,0.8,4173.8,203.8
669.41,0.8,4173.8,203.8
669.91,0.8,4173.8,203.8
670.41,2.6,4173.8,203.8
670.91,0.8,4173.8,203.8
671.41,0.8,4173.9,203.8
671.91,0.8,4174.0,203.8
672.41,1.8,4174.1,203.8
672.91,0.8,4174.0,203.8
673.42,0.9,4174.0,203.8
673.92,0.8,4173.9,203.8
674.42,0.8,4173.9,203.8
674.92,0.8,4174.0,203.8
675.42,2.9,4174.0,203.8
675.92,0.8,4174.0,203.8
676.42,0.8,4174.0,203.8
676.92,0.8,4174.0,203.8
677.42,1.2,4174.0,203.8
677.92,0.8,4173.9,203.8
678.42,0.8,4173.9,203.8
678.92,0.8,4173.9,203.8
679.42,0.9,4173.9,203.8
679.92,0.8,4173.9,203.8
680.42,2.8,4173.9,203.8
680.93,0.8,4173.9,203.8
681.43,0.8,4174.0,203.8
681.93,0.8,4174.1,203.8
682.43,1.3,4174.1,203.8
682.93,0.9,4174.1,203.8
683.43,0.9,4174.1,203.8
683.93,0.9,4173.8,203.8
684.43,0.8,4173.8,203.8
684.93,0.8,4173.8,203.8
685.43,2.9,4173.8,203.8
685.93,0.8,4173.8,203.8
686.43,0.8,4173.8,203.8
686.93,0.8,4173.8,203.8
687.43,1.8,4173.8,203.8
687.93,0.9,4173.8,203.8
688.44,0.8,4173.8,203.8
688.94,0.8,4173.8,203.8
689.44,0.8,4173.8,203.8
689.94,0.8,4174.1,203.8
690.44,2.2,4174.1,203.8
690.94,0.8,4174.0,203.8
691.44,0.8,4174.0,203.8
691.94,0.9,4174.0,203.8
692.44,1.5,4173.8,203.8
692.94,0.9,4173.8,203.8
693.44,0.8,4173.8,203.8
693.94,0.8,4173.8,203.8
694.44,0.8,4173.8,203.8
694.94,0.8,4173.8,203.8
695.44,2.9,4173.8,203.8
695.95,0.8,4173.7,203.8
696.45,0.8,4173.7,203.8
696.95,0.8,4173.7,203.8
697.45,1.8,4173.7,203.8
697.95,0.8,4173.7,203.8
698.45,0.8,4173.7,203.8
698.95,0.8,4173.7,203.8
699.45,0.9,4173.8,203.8
699.95,0.8,4173.8,203.8
700.45,2.0,4173.8,203.8
700.95,0.8,4173.8,203.8
701.45,0.8,4173.7,203.8
701.95,0.8,4173.7,203.8
702.45,2.1,4173.7,203.8
702.96,0.9,4173.7,203.8
703.46,0.8,4173.7,203.8
703.96,1.0,4173.8,203.8
704.46,0.8,4173.8,203.8
704.96,0.8,4173.8,203.8
705.46,3.4,4173.7,203.8
705.96,0.8,4173.8,203.8
706.46,0.8,4174.0,203.8
706.96,0.8,4174.0,203.8
707.46,2.3,4174.0,203.8
707.96,0.8,4174.0,203.8
708.46,0.8,4174.0,203.8
708.96,0.8,4174.0,203.8
709.46,0.8,4174.0,203.8
709.96,0.8,4174.0,203.8
710.47,2.9,4174.0,203.8
710.97,0.8,4174.0,203.8
711.47,0.8,4174.0,203.8
711.97,0.8,4174.0,203.8
712.47,1.4,4173.9,203.8
712.97,0.8,4173.9,203.8
713.47,0.9,4173.9,203.8
713.97,0.8,4173.8,203.8
714.47,0.8,4173.9,203.8
714.97,0.8,4173.9,203.8
715.47,3.0,4173.9,203.8
715.97,0.8,4173.9,203.8
716.47,0.8,4173.8,203.8
716.97,0.8,4173.8,203.8
717.47,2.2,4173.8,203.8
717.98,0.8,4173.8,203.8
718.48,0.8,4173.8,203.8
718.98,0.8,4173.8,203.8
719.48,0.8,4173.8,203.8
719.98,0.9,4173.8,203.8
720.48,3.0,4173.8,203.8
720.98,0.8,4173.8,203.8
721.48,0.8,4173.8,203.8
721.98,0.9,4173.8,203.8
722.48,1.3,4173.8,203.8
722.98,0.9,4173.8,203.8
723.48,0.8,4173.8,203.8
723.98,0.8,4173.8,203.8
724.48,0.8,4173.8,203.8
724.99,0.8,4173.8,203.8
725.49,3.4,4173.8,203.8
725.99,0.8,4173.8,203.8
726.49,0.8,4173.8,203.8
726.99,0.8,4173.8,203.8
727.49,2.1,4173.8,203.8
727.99,0.8,4173.8,203.8
728.49,0.8,4173.8,203.8
728.99,0.8,4173.8,203.8
729.49,0.9,4173.8,203.8
729.99,0.8,4173.8,203.8
730.49,2.8,4173.8,203.8
730.99,0.8,4173.8,203.8
731.49,0.8,4173.8,203.8
731.99,0.8,4173.8,203.8
732.5,1.5,4173.8,203.8
733.0,0.9,4173.9,203.8
733.5,0.9,4173.8,203.8
734.0,0.8,4173.8,203.8
734.5,0.8,4173.8,203.8
735.0,0.8,4173.8,203.8
735.5,3.7,4173.8,203.8
736.0,0.8,4173.8,203.8
736.5,0.8,4173.8,203.8
737.0,0.8,4173.8,203.8
737.5,1.9,4173.8,203.8
738.0,0.8,4173.8,203.8
738.5,0.8,4173.8,203.8
739.0,0.8,4173.8,203.8
739.5,0.8,4173.8,203.8
740.01,0.8,4173.8,203.8
740.51,3.6,4173.8,203.8
741.01,0.8,4173.8,203.8
741.51,0.8,4173.8,203.8
742.01,0.8,4173.8,203.8
742.51,1.8,4173.8,203.8
743.01,0.8,4173.8,203.8
743.51,0.8,4173.8,203.8
744.01,0.8,4173.8,203.8
744.51,0.8,4173.8,203.8
745.01,0.8,4173.8,203.8
745.51,1.6,4173.8,203.8
746.01,0.8,4173.8,203.8
746.51,0.8,4173.8,203.8
747.01,0.8,4173.8,203.8
747.52,1.0,4173.8,203.8
748.02,0.8,4173.8,203.8
748.52,0.8,4173.8,203.8
749.02,0.8,4173.8,203.8
749.52,0.8,4173.8,203.8
750.02,0.8,4173.8,203.8
750.52,3.6,4173.8,203.8
751.02,0.8,4173.8,203.8
751.52,0.8,4173.8,203.8
752.02,0.9,4173.8,203.8
752.52,1.4,4173.8,203.8
753.02,0.8,4173.8,203.8
753.52,0.8,4173.8,203.8
754.02,0.8,4173.8,203.8
754.52,0.8,4173.9,203.8
755.03,0.8,4173.9,203.8
755.53,2.8,4173.9,203.8
756.03,0.8,4173.9,203.8
756.53,0.8,4173.9,203.8
757.03,0.8,4173.9,203.8
757.53,1.5,4174.1,203.8
758.03,0.8,4174.1,203.8
758.53,0.8,4174.2,203.8
759.03,0.8,4174.1,203.8
759.53,0.9,4174.1,203.8
760.03,0.8,4174.1,203.8
760.53,3.3,4174.1,203.8
761.03,0.8,4174.1,203.8
761.53,0.8,4174.2,203.8
762.04,0.8,4174.2,203.8
762.54,2.0,4174.1,203.8
763.04,0.9,4174.1,203.8
763.54,0.8,4174.1,203.8
764.04,0.8,4174.1,203.8
764.54,0.8,4174.1,203.8
765.04,0.8,4174.1,203.8
765.54,3.3,4173.9,203.8
766.04,0.8,4173.9,203.8
766.54,0.8,4173.9,203.8
767.04,0.8,4173.9,203.8
767.54,1.3,4173.9,203.8
768.04,0.8,4173.9,203.8
768.54,0.8,4173.9,203.8
769.04,0.8,4173.9,203.8
769.54,0.8,4173.9,203.8
770.05,0.8,4173.9,203.8
770.55,3.0,4173.9,203.8
771.05,0.8,4173.9,203.8
771.55,0.8,4173.9,203.8
772.05,0.8,4173.9,203.8
772.55,1.7,4173.9,203.8
773.05,0.9,4173.9,203.8
773.55,0.8,4173.9,203.8
774.05,0.8,4173.9,203.8
774.55,0.8,4173.9,203.8
775.05,0.8,4173.9,203.8
775.55,3.5,4173.9,203.8
776.05,0.8,4173.9,203.8
776.55,0.9,4173.9,203.8
777.06,0.8,4173.9,203.8
777.56,0.8,4173.9,203.8
778.06,0.8,4173.9,203.8
778.56,0.8,4173.9,203.8
779.06,0.8,4173.9,203.8
779.56,0.8,4173.9,203.8
780.06,0.8,4173.9,203.8
780.56,3.0,4173.9,203.8
781.06,0.8,4173.9,203.8
781.56,0.8,4173.9,203.8
782.06,0.9,4173.9,203.8
782.56,1.6,4173.9,203.8
783.06,0.9,4173.9,203.8
783.56,0.8,4173.9,203.8
784.07,0.8,4173.9,203.8
784.57,0.8,4173.9,203.8
785.07,0.8,4173.9,203.8
785.57,2.8,4173.9,203.8
786.07,0.8,4174.1,203.8
786.57,0.8,4174.1,203.8
787.07,0.8,4173.9,203.8
787.57,2.0,4173.9,203.8
788.07,0.8,4173.9,203.8
788.57,0.8,4173.9,203.8
789.07,0.8,4173.9,203.8
789.57,0.9,4173.9,203.8
790.07,0.8,4173.9,203.8
790.57,3.3,4173.9,203.8
791.08,0.8,4173.9,203.8
791.58,0.8,4173.9,203.8
792.08,0.8,4173.9,203.8
792.58,1.8,4173.9,203.8
793.08,0.8,4173.9,203.8
793.58,0.9,4173.9,203.8
794.08,0.8,4174.0,203.8
794.58,0.8,4174.0,203.8
795.08,0.8,4174.0,203.8
795.58,3.2,4174.0,203.8
796.08,0.8,4174.0,203.8
796.58,0.8,4174.0,203.8
797.08,1.0,4174.0,203.8
797.58,1.9,4174.1,203.8
798.08,0.8,4174.1,203.8
798.59,0.9,4174.4,203.8
799.09,0.8,4174.4,203.8
799.59,0.8,4174.1,203.8
800.09,0.8,4174.1,203.8
800.59,2.1,4174.4,203.8
801.09,0.8,4174.4,203.8
801.59,0.8,4174.4,203.8
802.09,0.8,4174.4,203.8
802.59,1.9,4174.2,203.8
803.09,0.9,4174.2,203.8
803.59,0.9,4174.0,203.8
804.09,0.8,4174.0,203.8
804.59,0.8,4174.0,203.8
805.09,0.8,4174.0,203.8
805.6,3.7,4174.0,203.8
806.1,0.9,4174.0,203.8
806.6,0.8,4174.0,203.8
807.1,0.8,4174.0,203.8
807.6,1.2,4173.9,203.8
808.1,0.8,4173.9,203.8
808.6,0.9,4174.0,203.8
809.1,0.8,4174.0,203.8
809.6,0.8,4174.0,203.8
810.1,0.8,4174.0,203.8
810.6,3.4,4174.0,203.8
811.1,0.8,4174.0,203.8
811.6,0.8,4174.0,203.8
812.1,0.9,4173.9,203.8
812.61,2.0,4173.9,203.8
813.11,0.9,4173.9,203.8
813.61,0.8,4173.9,203.8
814.11,0.8,4173.9,203.8
814.61,0.8,4173.9,203.8
815.11,0.8,4173.9,203.8
815.61,3.0,4173.9,203.8
816.11,0.8,4173.9,203.8
816.61,0.8,4173.9,203.8
817.11,0.8,4173.9,203.8
817.61,1.0,4173.9,203.8
818.11,0.8,4173.9,203.8
818.61,0.8,4173.9,203.8
